Paper Name,Link,Year,Venue
Automated Testing of Software that Uses Machine Learning APIs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a212/1EmrZxerv7G,2022,ICSE
Automatic Detection of Performance Bugs in Database Systems using Equivalent Queries,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a225/1EmrVCpswjS,2022,ICSE
AutoTransform: Automated Code Transformation to Support Modern Code Review Process,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a237/1EmrRWbGljO,2022,ICSE
BEDIVFUZZ: Integrating Behavioral Diversity into Generator-based Fuzzing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a249/1Ems2iBkSSA,2022,ICSE
Big Data = Big Insights? Operationalising Brooks' Law in a Massive GitHub Data Set,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a262/1EmseJz0yCQ,2022,ICSE
"Bots for Pull Requests: The Good, the Bad, and the Promising",https://www.computer.org/csdl/proceedings-article/icse/2022/922100a274/1EmrV1AIoh2,2022,ICSE
Bridging Pre-trained Models and Downstream Tasks for Source Code Understanding,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a287/1Ems7b25beo,2022,ICSE
BugListener: Identifying and Synthesizing Bug Reports from Collaborative Live Chats,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a299/1EmsisyNEs0,2022,ICSE
Buildsheriff: Change-Aware Test Failure Triage for Continuous Integration Builds,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a312/1Emsn6NjQrK,2022,ICSE
Causality in Configurable Software Systems,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a325/1EmsmQoyGwE,2022,ICSE
Causality-Based Neural Network Repair,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a338/1EmsnTTm9lC,2022,ICSE
Change Is the Only Constant: Dynamic Updates for Workflows,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a350/1Ems9xLz248,2022,ICSE
Characterizing and Detecting Bugs in WeChat Mini-Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a363/1EmrXZVtMoE,2022,ICSE
CLEAR: Contrastive Learning for API Recommendation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a376/1EmskMYEtt6,2022,ICSE
Code Search based on Context-aware Code Translation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a388/1Ems3t9gC0U,2022,ICSE
CodeFill: Multi-token Code Completion by Jointly learning from Structure and Naming Sequences,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a401/1EmskVi81Gg,2022,ICSE
"Collaboration Challenges in Building ML-Enabled Systems: Communication, Documentation, Engineering, and Process",https://www.computer.org/csdl/proceedings-article/icse/2022/922100a413/1EmrVTCKhos,2022,ICSE
Combinatorial Testing of RESTful APIs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a426/1Ems3Teno2s,2022,ICSE
CONFETTI: Amplifying Concolic Guidance for Fuzzers,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a438/1Ems5NUGWUU,2022,ICSE
Conflict-aware Inference of Python Compatible Runtime Environments with Domain Knowledge Graph,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a451/1EmslccXRiE,2022,ICSE
Control Parameters Considered Harmful: Detecting Range Specification Bugs in Drone Configuration Modules via Learning-Guided Search,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a462/1Ems4vW4fFS,2022,ICSE
Controlled Concurrency Testing via Periodical Scheduling,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a474/1Ems8g5oghi,2022,ICSE
Cross-Domain Deep Code Search with Meta Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a487/1EmrYYby8pO,2022,ICSE
Data-Driven Loop Bound Learning for Termination Analysis,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a499/1EmsdIHZDR6,2022,ICSE
DEAR: A Novel Deep Learning-based Approach for Automated Program Repair,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a511/1Ems8GblPH2,2022,ICSE
Decomposing Convolutional Neural Networks into Reusable and Replaceable Modules,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a524/1EmseAb6RYA,2022,ICSE
Decomposing Software Verification into Off-the-Shelf Components: An Application to CEGAR,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a536/1EmseTA4Te0,2022,ICSE
DeepAnalyze: Learning to Localize Crashes at Scale,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a549/1EmrUUvSxbi,2022,ICSE
DeepDiagnosis: Automatically Diagnosing Faults and Recommending Actionable Fixes in Deep Learning Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a561/1EmrZFqxtXa,2022,ICSE
DeepFD: Automated Fault Diagnosis and Localization for Deep Learning Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a573/1EmrTRBYVgI,2022,ICSE
DeepStability: A Study of Unstable Numerical Methods and Their Solutions in Deep Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a586/1Emsa1X0oDu,2022,ICSE
DeepState: Selecting Test Suites to Enhance the Robustness of Recurrent Neural Networks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a598/1Emsj2tUp0c,2022,ICSE
DeepSTL - From English Requirements to Signal Temporal Logic,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a610/1Ems5y77f2g,2022,ICSE
DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a623/1EmrXR0OM92,2022,ICSE
Default: Mutual Information-based Crash Triage for Massive Crashes,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a635/1EmsaP7iGuk,2022,ICSE
Demystifying Android Non-SDK APls: Measurement and Understanding,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a647/1EmrTZ2oifm,2022,ICSE
Demystifying the Dependency Challenge in Kernel Fuzzing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a659/1EmsjrRiWZO,2022,ICSE
Demystifying the Vulnerability Propagation and Its Evolution via Dependency Trees in the NPM Ecosystem,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a672/1Ems41urKGQ,2022,ICSE
DescribeCtx: Context-Aware Description Synthesis for Sensitive Behaviors in Mobile Apps,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a685/1EmscnrQylO,2022,ICSE
Detecting False Alarms from Automatic Static Analysis Tools: How Far are We?,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a698/1EmrRCv7c0o,2022,ICSE
“Did You Miss My Comment or What?” Understanding Toxicity in Open Source Discussions,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a710/1EmsjbBCXeM,2022,ICSE
Difuzer: Uncovering Suspicious Hidden Sensitive Operations in Android Apps,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a723/1EmrYyZvxCM,2022,ICSE
Discovering Repetitive Code Changes in Python ML Systems,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a736/1EmrWtocFws,2022,ICSE
Diversity-Driven Automated Formal Verification,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a749/1Ems2zKEg8g,2022,ICSE
Domain-Specific Analysis of Mobile App Reviews Using Keyword-Assisted Topic Models,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a762/1EmrYhtufXW,2022,ICSE
DrAsync: Identifying and Visualizing Anti-Patterns in Asynchronous JavaScript,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a774/1EmsoTkF0Vq,2022,ICSE
Dynamic Update for Synthesized GR(1) Controllers,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a786/1EmrYI7Ni7u,2022,ICSE
EAGLE: Creating Equivalent Graphs to Test Deep Learning Libraries,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a798/1EmrR9NmgrS,2022,ICSE
Efficient Online Testing for DNN-Enabled Systems using Surrogate-Assisted and Many-Objective Optimization,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a811/1EmrYPLxOda,2022,ICSE
Eflect: Porting Energy-Aware Applications to Shared Environments,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a823/1EmrY8EvejC,2022,ICSE
EREBA: Black-box Energy Testing of Adaptive Neural Networks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a835/1Emsbp85pDO,2022,ICSE
Evaluating and Improving Neural Program-Smoothing-based Fuzzing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a847/1Ems2HdC1hu,2022,ICSE
ExAIS: Executable AI Semantics,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a859/1Emsf1FmuVW,2022,ICSE
Explanation-Guided Fairness Testing through Genetic Algorithm,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a871/1EmrUEKRdte,2022,ICSE
Exploiting Input Sanitization for Regex Denial of Service,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a883/1EmsfPH1neU,2022,ICSE
FADATest: Fast and Adaptive Performance Regression Testing of Dynamic Binary Translation Systems,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a896/1Emsb5Scyys,2022,ICSE
Fairness-aware Configuration of Machine Learning Libraries,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a909/1Ems8z4OnOU,2022,ICSE
Fairneuron: Improving Deep Neural Network Fairness with Adversary Games on Selective Neurons,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a921/1EmrVbZD1NC,2022,ICSE
Fast and Precise Application Code Analysis using a Partial Library,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a934/1EmrT9eB3tm,2022,ICSE
Fast Changeset-based Bug Localization with BERT,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a946/1Ems4YVqjio,2022,ICSE
Fault Localization via Efficient Probabilistic Modeling of Program Semantics,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a958/1Emsh6Vnshq,2022,ICSE
FIRA: Fine-Grained Graph-Based Code Change Representation for Automated Commit Message Generation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a970/1Ems6v976c8,2022,ICSE
FlakiMe: Laboratory-Controlled Test Flakiness Impact Assessment,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a982/1EmsayiqqBi,2022,ICSE
Free Lunch for Testing: Fuzzing Deep-Learning Libraries from Open Source,https://www.computer.org/csdl/proceedings-article/icse/2022/922100a995/1Emse95ylkQ,2022,ICSE
Fuzzing Class Specifications,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b008/1Ems72xfFOE,2022,ICSE
Garbage Collection Makes Rust Easier to Use: A Randomized Controlled Trial of the Bronze Garbage Collector,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b021/1EmrVlwTtK0,2022,ICSE
Generating and Visualizing Trace Link Explanations,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b033/1Ems7BOkZ1K,2022,ICSE
GIFdroid: Automated Replay of Visual Bug Reports for Android Apps,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b045/1Ems0g15FuM,2022,ICSE
GitHub Sponsors: Exploring a New Way to Contribute to Open Source,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b058/1Ems5qgAM5G,2022,ICSE
GraphFuzz: Library API Fuzzing with Lifetime-aware Dataflow Graphs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b070/1Ems0JaFhNC,2022,ICSE
Green AI: Do Deep Learning Frameworks Have Different Costs?,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b082/1EmsfyRzV5K,2022,ICSE
Guidelines for Assessing the Accuracy of Log Message Template Identification Techniques,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b095/1Ems3j8tSxO,2022,ICSE
"Hashing It Out: A Survey of Programmers' Cannabis Usage, Perception, and Motivation",https://www.computer.org/csdl/proceedings-article/icse/2022/922100b107/1Ems9bhhn9e,2022,ICSE
Hiding Critical Program Components via Ambiguous Translation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b120/1Ems5YaeP9m,2022,ICSE
History-Driven Test Program Synthesis for JVM Testing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b133/1EmsgfnIE4U,2022,ICSE
"If a Human Can See It, So Should Your System: Reliability Requirements for Machine Vision Components",https://www.computer.org/csdl/proceedings-article/icse/2022/922100b145/1EmrRK8RI64,2022,ICSE
Imperative versus Declarative Collection Processing: An RCT on the Understandability of Traditional Loops versus the Stream API in Java,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b157/1EmsilaWFDW,2022,ICSE
Improving Fault Localization and Program Repair with Deep Semantic Features and Transferred Knowledge,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b169/1EmrZ65cbN6,2022,ICSE
Improving Machine Translation Systems via Isotopic Replacement,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b181/1Ems2aJG1pK,2022,ICSE
Inference and Test Generation Using Program Invariants in Chemical Reaction Networks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b193/1Ems7j4OoLK,2022,ICSE
Inferring and Applying Type Changes,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b206/1EmrYq2i9cA,2022,ICSE
Jigsaw: Large Language Models meet Program Synthesis,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b219/1EmrRhDB8go,2022,ICSE
JuCify: A Step Towards Android Code Unification for Enhanced Static Analysis,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b232/1Ems0ZAhf6U,2022,ICSE
Knowledge-Based Environment Dependency Inference for Python Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b245/1Ems2rdxXG0,2022,ICSE
Large-scale Security Measurements on the Android Firmware Ecosystem,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b257/1EmsjPjcneg,2022,ICSE
Learning and Programming Challenges of Rust: A Mixed-Methods Study,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b269/1Emscz7FG2k,2022,ICSE
Learning Probabilistic Models for Static Analysis Alarms,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b282/1EmrZeXiNS8,2022,ICSE
Learning to Recommend Method Names with Global Context,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b294/1EmsoCvML2o,2022,ICSE
Learning to Reduce False Positives in Analytic Bug Detectors,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b307/1EmsbNXq61G,2022,ICSE
Less is More: Supporting Developers in Vulnerability Detection during Code Review,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b317/1Emsc54b56M,2022,ICSE
Lessons from Eight Years of Operational Data from a Continuous Integration Service: An Exploratory Case Study of CircleCI,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b330/1EmsmYV5MIM,2022,ICSE
Linear-time Temporal Logic guided Greybox Fuzzing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b343/1EmrWZ8rfrO,2022,ICSE
Log-based Anomaly Detection with Deep Learning: How Far Are We?,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b356/1Ems9RFbJmw,2022,ICSE
Manas: Mining Software Repositories to Assist AutoML,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b368/1EmrZO0LmQ8,2022,ICSE
Modeling Review History for Reviewer Recommendation: A Hypergraph Approach,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b381/1Ems5hEFiqk,2022,ICSE
ModX: Binary Level Partially Imported Third-Party Library Detection via Program Modularization and Semantic Matching,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b393/1Ems20OzgxW,2022,ICSE
Morest: Model-based RESTful API Testing with Execution Feedback,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b406/1EmskiEYK7S,2022,ICSE
Muffin: Testing Deep Learning Libraries via Neural Architecture Fuzzing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b418/1EmshAPdGMM,2022,ICSE
Multi-Intention-Aware Configuration Selection for Performance Tuning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b431/1EmrWB7ULlu,2022,ICSE
Multilingual training for Software Engineering,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b443/1Ems1Sohlde,2022,ICSE
MVD: Memory-Related Vulnerability Detection Based on Flow-Sensitive Graph Neural Networks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b456/1EmserGyXGU,2022,ICSE
Nalin: learning from Runtime Behavior to Find Name-Value Inconsistencies in Jupyter Notebooks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b469/1EmslOpqQCY,2022,ICSE
Natural Attack for Pre-trained Models of Code,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b482/1EmsgmZLzoc,2022,ICSE
Nessie: Automatically Testing JavaScript APIs with Asynchronous Callbacks,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b494/1EmrWl7hvtS,2022,ICSE
Neural Program Repair with Execution-based Backpropagation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b506/1EmsdrxxS5a,2022,ICSE
NeuronFair: Interpretable White-Box Fairness Testing through Biased Neuron Identification,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b519/1Ems0oUChe8,2022,ICSE
NPEX: Repairing Java Null Pointer Exceptions without Tests,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b532/1Ems7ss8T9S,2022,ICSE
Nufix: Escape From NuGet Dependency Maze,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b545/1EmrSjcBSc8,2022,ICSE
OJXPERF: Featherlight Object Replica Detection for Java Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b558/1Ems7Ujo1Es,2022,ICSE
On Debugging the Performance of Configurable Software Systems: Developer Needs and Tailored Tool Support,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b571/1Ems8OTeT5K,2022,ICSE
On the Benefits and Limits of Incremental Build of Software Configurations: An Exploratory Study,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b584/1EmrUMfOawU,2022,ICSE
On the Importance of Building High-quality Training Datasets for Neural Code Search,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b609/1EmsbGC7voc,2022,ICSE
On the Reliability of Coverage-Based Fuzzer Benchmarking,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b621/1EmrSSqzAYw,2022,ICSE
One Fuzzing Strategy to Rule Them All,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b634/1EmsgDTbpmg,2022,ICSE
Online Summarizing Alerts through Semantic and Behavior Information,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b646/1EmskC35XZ6,2022,ICSE
Path Transitions Tell More: Optimizing Fuzzing Schedules via Runtime Program States,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b658/1EmscIzPlDy,2022,ICSE
PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b669/1EmsfWAMSg8,2022,ICSE
Practical Automated Detection of Malicious npm Packages,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b681/1EmslWxgQvu,2022,ICSE
Practitioners' Expectations on Automated Code Comment Generation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b693/1Ems7LtgBtS,2022,ICSE
PREACH: A Heuristic for Probabilistic Reachability to Identify Hard to Reach Statements,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b706/1EmsjZAJrna,2022,ICSE
Precise Divide-By-Zero Detection with Affirmative Evidence,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b718/1EmrR1yqijK,2022,ICSE
Preempting Flaky Tests via Non-Idempotent-Outcome Tests,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b730/1Ems4oeCWTm,2022,ICSE
Prioritizing Mutants to Guide Mutation Testing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b743/1EmrXh7Hdvi,2022,ICSE
PROMAL: Precise Window Transition Graphs for Android via Synergy of Program Analysis and Machine Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b755/1EmsmwC1XtS,2022,ICSE
PROPR: Property-Based Automatic Program Repair,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b768/1EmrQSDtGW4,2022,ICSE
PUS: A Fast and Highly Efficient Solver for Inclusion-based Pointer Analysis,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b781/1EmsoaY7Wwg,2022,ICSE
Push-Button Synthesis of Watch Companions for Android Apps,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b793/1EmsiBXPJCw,2022,ICSE
Quantifying Permissiveness of Access Control Policies,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b805/1Ems3AIL99C,2022,ICSE
R2Z2: Detecting Rendering Regressions in Web Browsers through Differential Fuzz Testing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b818/1EmsdA9bKCs,2022,ICSE
Recommending Good First Issues in GitHub OSS Projects,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b830/1Ems6eRajoA,2022,ICSE
REFTY: Refinement Types for Valid Deep Learning Models,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b843/1EmrTIWmEUw,2022,ICSE
ReMoS: Reducing Defect Inheritance in Transfer Learning via Relevant Model Slicing,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b856/1Ems6namgtG,2022,ICSE
Repairing Brain-Computer Interfaces with Fault-Based Data Acquisition,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b869/1EmshsoEak0,2022,ICSE
Repairing Order-Dependent Flaky Tests via Test Generation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b881/1Ems491FuN2,2022,ICSE
Retrieving Data Constraint Implementations Using Fine-Grained Code Patterns,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b893/1EmrS3WwPF6,2022,ICSE
RoPGen: Towards Robust Code Authorship Attribution via Automatic Coding Style Transformation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b906/1Ems9HuKDte,2022,ICSE
Rotten Apples Spoil the Bunch: An Anatomy of Google Play Malware,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b919/1Ems6T17Cow,2022,ICSE
SAPIENTML: Synthesizing Machine Learning Pipelines by Learning from Human-Written Solutions,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b932/1Emsk8cWwaA,2022,ICSE
Search-based Diverse Sampling from Real-world Software Product Lines,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b945/1Ems82KOlvq,2022,ICSE
Semantic Image Fuzzing of AI Perception Systems,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b958/1EmsnraKqoU,2022,ICSE
ShellFusion: Answer Generation for Shell Programming Tasks via Knowledge Fusion,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b970/1EmrZX6uJag,2022,ICSE
SnR: Constraint-Based Type Inference for Incomplete Java Code Snippets,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b982/1EmsiUwRa48,2022,ICSE
Social Science Theories in Software Engineering Research,https://www.computer.org/csdl/proceedings-article/icse/2022/922100b994/1Emsl4o8Z8s,2022,ICSE
SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c006/1EmsjHiaKti,2022,ICSE
Static Inference Meets Deep learning: A Hybrid Type Inference Approach for Python,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c019/1EmsolkLN0k,2022,ICSE
Static Stack-Preserving Intra-Procedural Slicing of WebAssembly Binaries,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c031/1Emsnfw3HeE,2022,ICSE
Striking a Balance: Pruning False-Positives from Static Call Graphs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c043/1EmshKIUs0g,2022,ICSE
SugarC: Scalable Desugaring of Real-World Preprocessor Usage into Pure C,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c056/1EmsidSctb2,2022,ICSE
SYMTUNER: Maximizing the Power of Symbolic Execution by Adaptively Tuning External Parameters,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c068/1EmrXpdPCBq,2022,ICSE
Testing Time Limits in Screener Questions for Online Surveys with Programmers,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c080/1EmsjkCfxdK,2022,ICSE
"The Art and Practice of Data Science Pipelines: A Comprehensive Study of Data Science Pipelines In Theory, In-The-Small, and In-The-Large",https://www.computer.org/csdl/proceedings-article/icse/2022/922100c091/1Ems93EnErK,2022,ICSE
“This Is Damn Slick!” Estimating the Impact of Tweets on Open Source Project Popularity and New Contributors,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c116/1Ems5FXVj6U,2022,ICSE
TOGA: A Neural Method for Test Oracle Generation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c130/1Ems59MreHm,2022,ICSE
Towards Automatically Repairing Compatibility Issues in Published Android Apps,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c142/1EmrU6OEMeY,2022,ICSE
Towards Bidirectional Live Programming for Incomplete Programs,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c154/1EmrTiELxa8,2022,ICSE
Towards Boosting Patch Execution On-the-Fly,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c165/1EmsfjKirAI,2022,ICSE
Towards language-independent Brown Build Detection,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c177/1EmrRqYWqK4,2022,ICSE
Towards Practical Robustness Analysis for DNNs based on PAC-Model Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c189/1EmrWdNGvCM,2022,ICSE
Towards Training Reproducible Deep Learning Models,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c202/1Emsmlvp5Vm,2022,ICSE
Training Data Debugging for the Fairness of Machine Learning Software,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c215/1Ems8oaogRa,2022,ICSE
Trust Enhancement Issues in Program Repair,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c228/1EmrSbTitt6,2022,ICSE
Type4Py: Practical Deep Similarity Learning-Based Type Inference for Python,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c241/1Ems2PFjWgw,2022,ICSE
Unleashing the Power of Compiler Intermediate Representation to Enhance Neural Program Embeddings,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c253/1EmslraAYnu,2022,ICSE
Use of Test Doubles in Android Testing: An In-Depth Investigation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c266/1Ems8WIlmo0,2022,ICSE
Using Deep Learning to Generate Complete Log Statements,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c279/1Ems0RyoOXK,2022,ICSE
Using Pre-Trained Models to Boost Code Review Automation,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c291/1EmsbWppC8M,2022,ICSE
Using Reinforcement Learning for Load Testing of Video Games,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c303/1EmrTrsTLqg,2022,ICSE
Utilizing Parallelism in Smart Contracts on Decentralized Blockchains by Taming Application-Inherent Conflicts,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c315/1EmrT0hWRji,2022,ICSE
VarCLR: Variable Semantic Representation Pre-training via Contrastive Learning,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c327/1EmrX9c3Ydy,2022,ICSE
Verification of ORM-based Controllers by Summary Inference,https://www.computer.org/csdl/proceedings-article/icse/2022/922100c340/1EmsapFE9xK,2022,ICSE
A Taxonomy for Design Decisions in Software Architecture Documentation,,2023,10.1007/978-3-031-36889-9_29
Detecting JVM JIT Compiler Bugs via Exploring Two-Dimensional Input Spaces,https://doi.org/10.1109/ICSE48619.2023.00016,2023,ICSE
JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,https://doi.org/10.1109/ICSE48619.2023.00017,2023,ICSE
Validating SMT Solvers via Skeleton Enumeration Empowered by Historical Bug-Triggering Inputs,https://doi.org/10.1109/ICSE48619.2023.00018,2023,ICSE
Regression Fuzzing for Deep Learning Systems,https://doi.org/10.1109/ICSE48619.2023.00019,2023,ICSE
Operand-Variation-Oriented Differential Analysis for Fuzzing Binding Calls in PDF Readers,https://doi.org/10.1109/ICSE48619.2023.00020,2023,ICSE
