Paper Name,Link,Year,Type,Analysed,MSR,SA,MSR4SA,Rank,Data Extraction,Note,Description,
Belief & Evidence in Empirical Software Engineering,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886896,2016,ICSE,No,No,No,No,,,,"In this paper, they describe a case study, on the prior beliefs of developers at Microsoft, and the relationship of these beliefs to actual empirical data on the projects in which these developers work",
An Extensive Dataset of UML Models in GitHub,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7962411,2017,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
GHTorrent: Github's data from a firehose,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/6224294,2012,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
The quest for open source projects that use UML: mining GitHub,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2976767.2976778,2016,MODELS,No,Yes,No,No,,,,"They present a semi-automated approach to collect UML stored in images, .xmi, and .uml files and scanned ten percent of all GitHub projects. Their focus was on number and role of contributors that created/updated models and the time span during which this happened",
The promises and perils of mining git,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5069475,2009,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
An Empirical Study of the Naïve Bayes Classifier,https://www.researchgate.net/publication/228845263_An_Empirical_Study_of_the_Naive_Bayes_Classifier,2001,T.J. Watson IBM Research Center,No,No,No,No,,,,Their broad goal is to understand the data characteristics which affect the performance of naive Bayes. Their approach uses Monte Carlo simulations that allow a systematic study of classification accuracy for several classes of randomly generated problems,
Combining text mining and data mining for bug report classification,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/full/10.1002/smr.1770,2016,Journal of Software: Evolution and Process,No,Yes,No,No,,,,"In this paper, they propose a multi-stage approach by comining both text mining and data mining techniques to automate the bug prediction process",
A Data Set for Social Diversity Studies of GitHub Teams,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7180131,2015,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
Multiple Regression: A Primer,https://www.amazon.com/Multiple-Regression-Research-Methods-Statistics/dp/0761985336,1999,Book,No,No,No,No,,,,This popular supplemental text offers a brief introduction on multiple regression on a conceptual level,
What if a bug has a different origin?: making sense of bugs without an explicit bug introducing change,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3239235.3267436,2018,ESEM,No,Yes,No,No,,,,"They design a preliminary approach distinguishing between bug introducing commits (BIC) and first failing moments (FFM). They apply this approach to Nova and ElasticSearch, two large and well-known open source software projects",
Quality and productivity outcomes relating to continuous integration in GitHub,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2786850,2015,ESEC/FSE,No,Yes,No,No,,,,"In this paper they use large, historical data on process metrics and outcomes in GitHub projects to discern the effects of one specific innovation in process automation: continuous integration",
The Optimality of Naive Bayes,https://www.aaai.org/Papers/FLAIRS/2004/Flairs04-097.pdf,2004,AA,No,No,No,No,,,,"In this paper, they propose a novel explanation for on the superb classification performance of naive Bayes",
Exploring the use of labels to categorize issues in Open-Source Software projects,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081875,2015,SANER,No,Yes,No,No,,,,In this paper they analyze a population of more than three million of GitHub projects and give some insights of how labels are used in them,
Round-Trip Software Engineering Using UML: From Architecture to Design and Back,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Round-Trip-Software-Engineering-Using-UML%3A-From-to-Medvidovi%C4%87-Egyed/2716824496d5c1d46cb166abe98b36ea2767e5a0,1999,Article,No,No,Yes,No,,,,"This paper assesses UML's suitability for modeling architectural concepts and provides a framework for identifying and resolving mismatches within and across different UML views, both at the same level of abstraction and across levels of abstraction",
Are Forward Designed or Reverse-Engineered UML diagrams more helpful for code maintenance?: A family of experiments,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584914001311,2015,Information and Software Technology,No,No,No,No,,,,Their objective is to provide empirical evidence as to which UML diagrams are more helpful during software maintenance: Forward Designed (FD) UML diagrams or Reverse Engineered (RE) UML diagrams,
Open Source Software Development Challenges: A Systematic Literature Review on GitHub,https://www-igi-global-com.proxy-ub.rug.nl/gateway/chapter/294562,2022,Chapter,No,Yes,No,No,,,,They conduct a literature review on studies that used GitHub data,
Research on the Model Transformation Method and Application of Formal Model Driven Engineering (FMDE),https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-981-16-7443-3_14,2021,NCTCS,No,No,No,No,,,,"Based on the framework of practical formal method (PAR) and model-driven engineering, this paper proposes a new algorithm development method FMDE model transformation and application research",
Single-state state machines in model-driven software engineering: an exploratory study,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-021-10015-3,2021,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
A large-scale comparative analysis of Coding Standard conformance in Open-Source Data Science projects,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3382494.3410680,2020,ESEM,No,Yes,No,No,,,,This study investigates the extent to which Data Science projects follow code standards,
Painting Flowers: Reasons for Using Single-State State Machines in Model-Driven Engineering,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3379597.3387452,2020,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
Five Misunderstandings About Case-Study Research,https://journals-sagepub-com.proxy-ub.rug.nl/doi/10.1177/1077800405284363,2006,Qualitative Inquiry,No,No,No,No,,,,This article examines five common misunderstandings about case-study research,
Assessing architectural evolution: a case study,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-011-9164-x,2011,Empirical Software Engineering,No,Yes,Yes,Yes,A,Yes (Dennis),,"This paper proposes to use a historical perspective on generic laws, principls, and guidelines, like Lehman's software evolution laws and Martin's design principles, in order to achieve a multi-faceted process and structural assessment of a system's architectural evolution",
Metrics and laws of software evolution-the nineties view,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/637156,1997,International Software Metrics Symposium,No,No,No,No,,,,They present an analysis of the view on metrics and laws of software evolution during the nineties,
Property-based software engineering measurement,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/481535,1996,IEEE Transactions on Software Engineering,No,No,Yes,No,,,,"They propose a mathematical framework which is generic, because it is not specific to any particular software artifact, and rigorous, because it is based on precise mathematical concepts. They use this framework to propose definitions of several important measurements concepts (size, length, complexity, cohesion, coupling)",
Efficient relational calculation for software analysis,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1401929,2005,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,,,"In this paper, they introduce RML, a simple language for querying and manipulating relations based on predicate calculus, and CrocoPat, an interpreter for RML programs",
Standing on Shoulders or Feet? The Usage of the MSR Data Papers,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8816806,2019,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
Standing on shoulders or feet? An extended study on the usage of the MSR data papers,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-020-09834-7,2020,Empirical Software Engineering,No,No,No,No,,,,"The objective of this study is to examine the usage of data papers published in the MSR proceedings in terms of use frequency, users, and use purpose",
Service Candidate Identification from Monolithic Systems Based on Execution Traces,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8686152,2021,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,Yes (Dennis),,This paper proposes the Functionality-oriented Service Candidate Identification (FoSCI) framework to identify service candidates from a monolithic system,
Service Indentification Based on Quality Metrics: Object-Oriented Legacy System Migration Towards SOA,https://www.researchgate.net/publication/264310687_Service_Identification_Based_on_Quality_Metrics_Object-Oriented_Legacy_System_Migration_Towards_SOA,2014,SEKE,No,Yes,Yes,Yes,B,,2 projects,"In this paper, within the big picture of migrating object-oriented legacy systems towards Service Oriented Architectures (SOA), they address automatic service identification from source code based on service quality characteristics",
Identifying Microservices Using Functional Decomposition,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-99933-3_4,2018,SETTA,No,No,Yes,No,,,,They describe a systematic approach to identify microservices in early design phase which is based on the specification of the system's functional requirements and that uses functional decomposition,
Function-Splitting Heuristics for Discovery of Microservices in Enterprise Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-03596-9_3,2018,ICSOC,No,Yes,Yes,Yes,A,,2 systems,They present heuristics that help to identify suitable consumer-oriented parts of enterprise systems which could be re-engineered as microservices,
Interactive Transformations from Object-Oriented Models to Component-Based Models,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-35743-5_7,2011,FACS,No,Yes,Yes,Yes,Not ranked,,1 case study,"They present the design and implementation of a tool that transforms an object-oriented model to a component-based model, which are both formally defined in the rCOS method of model driven design of component-based software, in an interactive, stepwise manner",
Performance extrapolation that uses industry benchmarks with performance models,https://ieeexplore-ieee-org.proxy-ub.rug.nl/stamp/stamp.jsp?arnumber=5588815,2010,SPECTS,No,No,No,No,,,,"The predict an application's performance for hardware changes, a hybrid methodology of two approaches can be used as decribed here",
Elastic Application-Level Monitoring for Large Software Landscapes in the Cloud,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1007/978-3-319-24072-5_6,2022,Service Oriented and Cloud Computing,No,No,No,No,,,,"They present an approach for elastic, distributed application-level monitoring for large software landscapes consisting of several hundreds of applications by utilizing cloud computing",
A survey of many-objective optimisation in search-based software engineering,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121218302759,2019,Journal of Systems and Software,No,No,No,No,,,,This paper surveys relevant Search-based software engineering (SBSE) literature focused on the resolution of many-objective problems,
A fast and elitist multiobjective genetic algorithm,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/996017,2002,IEEE Transactions on Evolutionary Computation,No,No,No,No,,,,"In this paper, they suggest a non-dominated sorting-based Multi-objective evolutionary algorithm (MOEA)",
Analysis of the Criteria Adopted in Industry to Extract Microservices,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8836155,2019,CESI/SER&IP,No,No,Yes,No,,,,They have performed an exploratory online survey with 15 specialists experienced on migrating systems to a microservices architecture,
Requirements Reconciliation for Scalable and Secure Microservice (De)composition,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7815609,2016,REW,No,No,Yes,No,,,,"In this work, they propose a conceptual methodology using which security and scalability requirements are incorporated in decomposing system into microservices",
Service Cutter: A Systematic Approach to Service Decomposition,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-44482-6_12,2016,ESOCC,No,No,Yes,No,,,,"In this paper, they propose a structured, repeatable approach to service decomposition based on 16 coupling criteria distilled from the literature and industry experience",
An automatic extraction approach: transition to microservices architecture from monolithic application,https://dl-acm-org.proxy-ub.rug.nl/doi/abs/10.1145/3234152.3234195,2018,XP,No,Yes,Yes,Yes,B,,2 projects,"In this paper, they propose a new approach to transform existing applications into microservices using code repositories",
Extraction of Microservices from Monolithic Software Architectures,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8029803,2017,ICWS,No,Yes,Yes,Yes,A,Yes (Dennis),,This paper presents a formal microservice extraction model to allow algorithmic recommendation of microservice candidates in a refactoring and migration scenario,
Microservices Identification Through Interface Analysis,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-67262-5_2,2017,ESOCC,No,No,Yes,No,,,,This paper proposes a solution based on the semantic similarity of foreseen/available functionality described through OpenAPI specifications,
Re-architecting OO Software into Microservices,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-99819-0_5,2018,ESOCC,No,Yes,Yes,Yes,Not ranked,,3 projects,"In this paper, they propose an approach to automatically identify microservices from OO source code",
Towards the understanding and evolution of monolithic applications as microservices,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7833410,2016,CLEI,No,Yes,Yes,Yes,C,,1 application,They propose a model-centered process to analyze and visualize the current structure and dependencies between the business layer and the data layer,
Towards Migrating Legacy Software Systems to Microservice-based Architectures: a Data-Centric Process for Microservice Identification,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9779850,2022,ICSA-C,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
A Systematic Literature Review on Migration to Microservices: a Quality Attributes perspective,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9779831,2022,ICSA-C,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
Automated Microservice Decomposition Method as Multi-Objective Optimization,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9779847,2022,ICSA-C,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
Leveraging the Layered Architecture for Microservice Recovery,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9779690,2022,ICSA,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
Monoliths to microservices - Migration Problems and Challenges: A SMS,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9447352,2021,ICI2ST,No,No,Yes,No,,,,"The objective of this paper is to contribute to the findings of problems and challenges reported in scientific literature, that companies have faced when migrating a monolithic application to a microservice architecture",
Digital Transformation and the Role of Dynamic Tooling in Extracting Microservices from Existing Software Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-85521-5_20,2021,EuroSPI,No,Yes,Yes,Yes,B,,4 codebases,"In this paper, they systematically review, compare, and contrast dynamic data collection tools using criteria that were developed from existing studies on monolithic to microservice migration",
J2EE AntiPatterns,https://www.amazon.nl/J2EE-AntiPatterns-Bill-Dudney/dp/0471146153,2003,Book,No,No,No,No,,,,"In this book, the authors present dozens of Java AntiPatterns that tackle many of Java's biggest trouble spots for programming with EJB, JSP, Servlets, and more",
Knowledge Discovery Metamodel-ISO/IEC 19506: A standard to modernize legacy systems,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0920548911000183,2011,Computer Standards & Interfaces,No,No,Yes,No,,,,"The KDM metamodel allows to represent all the software artifacts recovered during reverse engineering techniques at different abstraction levels. This paper presents how to use KDM to modernize legacy systems, making them more agile, preserving the embedded business knowledge and reducing maintenance costs",
Static analysis of role-based access control in J2EE applications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1022494.1022530,2004,ACM SIGSOFT Software Engineering Notes,No,No,No,No,,,,"They present a static technique for analyzing Java 2, Enterprise Edition (J2EE) access control policies with respect to security-sensitive fields of Enterprise Java Beans (EJBs) and other server-side objects",
Static Analysis for Java Servlets and JSP,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/11823230_22,2006,SAS,No,No,No,No,,,,They present an approach for statically reasoning about the behavior of Web applications that are developed using Java Servlets and JSP,
WAVI: A reverse engineering tool for web applicaions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7503744,2016,ICPC,No,No,No,No,,,,"In this paper, they present the first iteration of WAVI (WebAppViewer), a reverse engineering tool that uses static analysis and a filter-based mechanism to retrieve and document the structure of Web application",
Understanding Ajax applications by connecting client and server-side execution traces,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-012-9200-5,2012,Empirical Software Engineering,No,No,No,No,,,,"They have created FireDetective, a tool that uses dynamic analysis at both the client (browser) and server-side to facilitate the understanding of Ajax applications",
FAMIX: Exchange Experiences with CDIF and XMI,https://www.researchgate.net/publication/2805449_FAMIX_Exchange_Experiences_with_CDIF_and_XMI,2000,WoSEF,No,No,No,No,,,,"In this paper they discuss why XMI is interesting for them and what, to their current experience, are the advantages and disadvantages of XMI over CDIF",
MoDisco: A model driven reverse engineering framework,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584914000883,2014,Information and Software Technology,No,No,No,No,,,,"Capitalizing on the different Model Driven Reverse Engineering (MDRE) practices and their previous experience, this paper introduces and details the MoDisco open source MDRE framework",
Program comprehension during software maintenance and evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/402076,1995,Computer,No,No,No,No,,,,"They identify open questions, particularly considering the maintenance and evolution of large-scale code. These questions relate to the scalability of existing experimental results with small programs, the validity and credibility of results based on experimental procedures, and the challenges of data availability",
"Rigi-An environment for software reverse engineering, exploration, visualization, and redocumentation",https://dl-acm-org.proxy-ub.rug.nl/doi/10.1016/j.scico.2009.10.007,2010,Science of Computer Programming,No,No,No,No,,,,"In this paper they describe Rigi's main components and functionalities, and assess its impact on reverse engineering research",
Extracting and representing cross-language dependencies in diverse software systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1566160,2005,WCRE,No,Yes,No,No,,,,"This paper focuses on finding cross-language dependencies in diverse, heterogeneous software systems",
Analysis and manipulation of distributed multi-language software code,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/972665,2001,SCAM,No,No,No,No,,,,The authors propose a formal model and a platform to deal with distributed multi-language software analysis,
A tool for understanding multi-language program dependencies,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1199190,2003,IWPC,No,No,No,No,,,,This paper describes a prototype tool that facilitates the process of understanding and managing multi-language program dependencies,
Cross-language Clone Detection,https://www.researchgate.net/publication/221389781_Cross-language_Clone_Detection,2008,SEKE,No,Yes,No,No,,,,In this paper they describe an approach for cross-language clone detection,
License integration patterns: Addressing license mismatches in component-based development,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5070520,2009,ICSE,No,Yes,No,No,,,,In this paper they address the problem of combining software components with different and possibly incompatible legal licenses to create a software application that does not violate any of these licenses while potentially having its own,
Automated Multi-Language Artifact Binding and Rename Refactoring between Java and DSLs Used by Java Frameworks,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-662-44202-9_18,2014,ECOOP,No,Yes,No,No,A,,,"In this work, they report on 1) an approach and tool for automatically identifying multi-language relevant artifacts, finding references between artifacts in different languages, and (rename-) refactoring them, and 2) on an experimental evaluation of the approach on seven open-source case studies which use a total of six languages found in three frameworks",
TraceBack: first fault diagnosis by reconstruction of distributed control flow,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1065010.1065035,2005,PLDI,No,No,No,No,,,,"TraceBack provides debugging information for production systems by providing execution history data about program problems (such as crashes, hangs, and exceptions)",
Crossing the boundaries while analyzing heterogeneous component-based software systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6080786,2011,ICSM,No,Yes,Yes,Yes,A,,,This paper contributes a method to support analysis across the components of a component-based system. They build upon the Knowledge Discovery Metamodel to reverse engineer homogeneous models for systems composed of heterogeneous artifacts,
Learning Embeddings of Directed Networks with Text-Associated Nodes--with Application in Software Package Dependency Networks,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9377817,2020,Big Data,No,No,No,No,,,,"In this paper, they propose PCTADW-1 and PCTADW-2, two algorithms based on neural networks that learn embeddings of directed networks with text associated with each node",
Codifying Hidden Dependencies in Legacy J2EE Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8719433,2018,APSEC,No,Yes,Yes,Yes,B,,,"In this paper, they study 1) the J2EE specifications to extract a declarative specification of the dependencies that are inherent in the services offered and that are not visible in the user code that uses them. Then, they introduce 2) a codification of the dependencies into rules, and 3) a tool that supports the specifications of those dependencies and their detection in J2EE applications",
Driver Generation for Java EE Web Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8587295,2018,ASWEC,No,Yes,No,No,,,,They present a tool that generates a driver that supplies an entry method for Java EE web applications,
Identifying software components from object-oriented APIs based on dynamic analysis,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3196321.3196349,2018,ICPC,No,Yes,No,No,,,,"In this paper, they propose an approach to identify reusable software components in object-oriented APIs, based on the interactions between client applications and the targeted API",
An Empirical Evaluation of OSGI Dependencies Best Practices in the Eclipse IDE,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8595200,2018,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
Reverse Engineering of Object Oriented Systems to ALF,https://www-worldscientific-com.proxy-ub.rug.nl/doi/abs/10.1142/S0218194021500224,2021,International Journal of Software Engineering and Knowledge Engineering,No,No,No,No,,,,"In this paper, using Action Language for Foundational UML (ALF), they propose a reverse engineering approach for transforming object oriented system",
EMF Patterns of Usage on GitHub,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-92997-2_14,2018,ECMFA,No,Yes,Yes,Yes,New,,Might not be SA,"They describe a case study for the purpose of understanding the usage of EMF. To this end, they describe an emerging catalog of patterns of using EMF in repositories and they detect these patterns on GitHub",
HATARI: raising risk awareness,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1095430.1081725,2005,ACM SIGSOFT Software Engineering Notes,No,No,No,No,,,,Their HATARI prototype relates a version history (such as CVS) to a bug database (such as BUGZILLA) to detect those locations where changes have been risky in the past,
Characterizing Failures in Mobile OSes: A Case Study with Android and Symbian,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5635045,2010,ISSRE,No,Yes,No,No,,,,"In this paper, they analyze the reported cases of failures of Android and Symbian based on bug reports posted by third-party developers and end users and documentation of bug fixes from Android developers",
Violin Plots: A Box Plot-Density Trace Synergism,https://www-jstor-org.proxy-ub.rug.nl/stable/2685478?origin=crossref&seq=1,1998,The American Statistician,No,No,No,No,,,,"Many modifications build on Tukey's original box plot. A proposed further adaptation, the violin plot, pools the best statistical features of alternative graphical representations of batches of data",
Dependability Assessment of the Android OS Through Fault Injection,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8920220,2021,IEEE Transactions on Reliability,No,Yes,No,No,,,,"In this article, they study how to assess the impacts of faults on the quality of user experience in the Android mobile OS through fault injection",
Design of a home surveillance system based on the android platform,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7382275,2015,FSKD,No,No,Yes,No,,,,This paper has designed and implemented a video surveillance system based on the smart Android terminal equipment,
PatBugs: A Pattern-Based Bug Detector for Cross-platform Mobile Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6924298,2014,IEEE International Conference on Mobile Services,No,Yes,No,No,,,,"In this paper, they propose an effective pattern-based detection approach for temporal bugs in cross-platform applications",
A contextual approach towards more accurate duplicate bug report detection,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6624026,2013,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analyzed",
Improving bug report triage performance using artificial intelligence based document generation model,https://link-springer-com.proxy-ub.rug.nl/article/10.1186/s13673-020-00229-7,2020,Human-centric Computing and Information Sciences,No,Yes,No,No,,,,"In this study, they propose a method for improving the bug report triage performance using multiple LDA-based topic sets by improving the LDA",
Emerging topics in mining software repositories,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s13748-018-0147-7,2018,Progress in Artificial Intelligence,No,No,No,No,,,,This position paper on mining software repositories presents a review and a discussion of research in this field over the past decade,
A contextual approach towards more accurate duplicate bug report detection and ranking,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1007/s10664-015-9387-3,2016,Empirical Software Engineering,No,Yes,No,No,,,,"In this work, they investigate how contextual information about software-quality attributes, software-architecture terms, and system-development topics can be exploited to improve bug deduplication",
An empirical study of emergency updates for top android mobile apps,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-016-9435-7,2016,Empirical Software Engineering,No,No,No,No,,,,"In this paper, they study emergency updates in the Google Play Store",
Analyzing confidentiality and privacy concerns: insights from Android issue logs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2745802.2745819,2015,EASE,No,Yes,No,No,,,,They systematically mine Android issue logs to derive insights into stakeholder perceptions and experiences in relation to certain Android security issues,
How Many Eyeballs Does a Bug Need? An Empirical Validation of Linus' Law,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-06862-6_17,2014,XP,No,Yes,No,No,,,,"In this paper they empirically examine Linus' Law using a data-set of 1000+ Android bugs, owned by 70+ developers",
The SCADA challenge: securing critical infrastructure,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S1353485809700789?via%3Dihub,2009,Network Security,No,No,No,No,,,,They discuss the Supervisory Control And Data Acquisition (SCADA) platform,
Critical Infrastructure and Control Systems Security Curriculum,https://www.hsdl.org/?abstract&did=7969,2008,Department of Homeland Security,No,No,No,No,,,,"The curriculum focuses primarily on the role of control systems in energy, cyber, and other infrastructures",
Cyber security issues of critical components for industrial control system,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7007593,2014,"IEEE Chinese Guidance, Navigation and Control Conference",No,No,No,No,,,,"In this paper, they surveys ongoing research and provide an overview of the cyber security of controller, supervisory software and control network",
Stuxnet worm impact on industrial cyber-physical system security,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6120048,2011,IECON,No,No,No,No,,,,"They investigate in this work the highly sophisticated aspects of Stuxnet, the impact that it may have on existing security considerations and pose some thoughts on the next generation SCADA/DCS systems from a security perspective",
Industrial PLC security issues,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6419513,2012,TELFOR,No,No,No,No,,,,In this paper they have shown that PLC devices are complex embedded system often relying on some operating system,
Cyber Physical Security for Industrial Control Systems and IoT,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Cyber-Physical-Security-for-Industrial-Control-and-Kobara/f3ecc466d1c2b0c5f3c0ec3272f5e9b3497c6a81,2016,IEICE Transactions on Information and Systems,No,No,No,No,,,,"In this paper, cybersecurity in ICS (industrial Control Systems) is reviewed as a leading example of cyber physical security for critical infrastructures",
Inustrial control systems (ICSs) vulnerabilities analysis and SCADA security enhancement using testbed encryption,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2557977.2558061,2014,ICUIMC,No,No,No,No,,,,They show that the DNP3 protocol has prominent place within SCADA systems,
A survey SCADA of and critical infrastructure incidents,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2380790.2380805,2012,RIIT,No,No,No,No,,,,"In this paper, they analyze several cybersecurity incidents involving critical infrastructure and SCADA systems ",
Common Vulnerabilities in Critical Infrastructure Control Systems,https://www.researchgate.net/publication/245704308_Common_vulnerabilities_in_critical_infrastructure_control_systems,2003,Sandia National Laboratories,No,No,No,No,,,,"Over the last few years, diverse customers from the electric power, petroleum, natural gas, and water infrastructure have partnered with them to gain insight into their critical vulnerabilities and learn mitigation strategies",
"Cyberthreats, Vulnerabilities and Attacks on SCADA Networks",https://www.researchgate.net/publication/242464191_Cyberthreats_Vulnerabilities_and_Attacks_on_SCADA_Networks,2010,University of California Berkeley Working Paper,No,No,No,No,,,,This work discusses the current state of today's Supervisory Control and Data Acquisition (SCADA) networks including information on recent attacks and incidents,
Cyber Incidents Involving Control Systems,https://www.osti.gov/biblio/911775-FOkeSD/,2005,Technical report,No,No,No,No,,,,The Control Systems Security Center (CSSC) uses this documented to evolve a standardized approach to incident reporting and analysis,
"Industrial Network Security: Securing Critical Infrastructure Networks for Smart Grid, SCADA, and Other Industrial Control Systems",https://www.amazon.com/Industrial-Network-Security-Securing-Infrastructure/dp/0124201148,2014,Book,No,No,No,No,,,,"This book examines the unique protocols and applications that are the foundation of industrial control systems, and provides clear guidelines for their protection",
Secure Architecture for Industrial Control Systems,https://www.sans.org/white-papers/36327/,2015,SANS Institute InfoSec Reading Room,No,No,Yes,No,,,,"This paper provides guidance to those organizations that must secure their ICS systems and networks through a defense-in-depth approach to security, achieved through the identification of key security patterns and controls that apply to critical information security domains",
Model-Driven Engineering for Mission-Critical IoT Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7819388,2017,IEEE Software,No,No,No,No,,,,They discuss how Model-driven engineering (MDE) can help meet the technical challenges of MC-IoT system development and runtime management,
Transforming trace information in architectural documents into re-usable and effective traceability links,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1988676.1988685,2011,SHARK,No,Yes,Yes,Yes,Not ranked,,1 case study,In this paper they describe a technique and supporting tools for extracting and generating traceability links from the architectural documents,
